0.90441626,0
1.0590947,1
0.97874296,0
1.0075244,1
0.9814697,0
1.0297441,1
1.009274,1
0.9669963,0
1.0315477,1
1.0520961,1
1.0404593,1
0.9468576,0
1.0158192,1
1.0074018,1
1.0859354,1
0.91500926,0
1.0300297,1
1.0212163,1
1.0171297,1
1.0003066,1
0.9638166,0
0.9191909,0
1.1334428,1
1.0690901,1
0.89822674,0
1.0737288,1
0.9474694,0
0.9970605,0
0.99390554,0
0.9090954,0
0.99125665,0
1.0331223,1
1.0901715,1
1.0081741,1
1.0031404,1
1.0279604,1
1.0722797,1
1.0139204,1
1.013173,1
0.96686107,0
0.9598328,0
0.95309716,0
0.9888252,0
1.001495,1
0.9665627,0
1.0329071,1
0.9536479,0
1.0578219,1
0.9944565,0
1.0251998,1
1.0884999,1
1.0052658,1
0.96960026,0
1.0225039,1
1.0247203,1
1.0170527,1
0.99002004,0
1.0568371,1
0.95351636,0
0.97865874,0
0.9698117,0
0.9015251,0
1.0528582,1
0.9953514,0
1.0300914,1
0.99486274,0
0.9716114,0
0.94600827,0
0.9981097,0
1.0670385,1
0.93503726,0
0.91999733,0
0.89959717,0
1.1131936,1
1.0505475,1
1.0256867,1
0.9125082,0
0.9697033,0
1.063093,1
1.0910689,1
0.99121827,0
0.96744895,0
1.0335876,1
1.0209181,1
0.949391,0
1.0459706,1
0.9582911,0
1.0441451,1
1.0466489,1
0.94974965,0
1.1369267,1
1.0381478,1
1.0366157,1
1.0356259,1
1.0165273,1
1.0264428,1
1.0044483,1
1.0577434,1
0.908197,0
1.0013276,1
1.0043144,1
0.96528476,0
1.0004519,1
1.0531602,1
1.0423236,1
1.078788,1
0.89858013,0
0.93251175,0
0.98998153,0
0.9013308,0
1.1338768,1
0.94304013,0
0.96010256,0
1.0186889,1
1.1102718,1
0.97738296,0
0.9745753,0
1.012443,1
0.96639913,0
1.0422364,1
0.92182004,0
1.030618,1
0.9875742,0
1.1390291,1
0.94091785,0
1.021047,1
1.0409892,1
1.0842949,1
0.98297215,0
0.99115986,0
0.94572157,0
0.9081436,0
0.88219786,0
1.0081936,1
1.0355521,1
1.1113398,1
0.9479403,0
0.9610333,0
1.0100179,1
0.989311,0
0.9855263,0
1.0330081,1
1.0223168,1
0.90617484,0
0.9967344,0
0.96050143,0
0.9367594,0
0.95765203,0
0.96526575,0
0.9882759,0
1.0015626,1
0.9364584,0
1.0362055,1
0.987495,0
0.98904455,0
0.9978989,0
0.9531918,0
0.9505919,0
0.91052336,0
0.95782626,0
0.9432053,0
1.0497125,1
1.0291232,1
1.0052403,1
0.97092134,0
0.9623374,0
1.066443,1
1.0680875,1
1.0194392,1
1.0514603,1
1.0221528,1
1.010367,1
0.9862928,0
1.0133543,1
1.0108421,1
1.0327692,1
1.0242976,1
0.94589067,0
0.9904266,0
0.9867279,0
1.0057716,1
0.92778134,0
1.0244933,1
0.9805735,0
0.9060175,0
0.964297,0
1.0373777,1
0.96271265,0
0.9946905,0
0.96920174,0
1.0147289,1
0.96261376,0
1.0357583,1
0.9262863,0
1.0000628,1
0.97617936,0
1.0973048,1
1.1334938,1
1.0643524,1
1.0109142,1
0.91686136,0
0.9403539,0
1.0320735,1
0.94545466,0
1.0864732,1
0.9317527,0
0.9193807,0
0.9579283,0
0.94757444,0
0.99343324,0
0.9400911,0
1.0192777,1
1.0142726,1
1.0050924,1
1.024812,1
0.969929,0
0.95296675,0
0.9994434,0
0.99591887,0
1.0019046,1
1.0284128,1
1.0838213,1
1.0345856,1
0.9738845,0
0.9985946,0
1.0254512,1
0.9797173,0
1.0158775,1
1.0036054,1
0.9746224,0
1.0152819,1
0.9952021,0
1.0571216,1
1.0143346,1
1.0620775,1
0.9670644,0
0.95471746,0
0.99715143,0
1.0668923,1
0.9329097,0
0.9740257,0
0.9921824,0
0.82388633,0
0.94458795,0
1.1340545,1
1.0827875,1
0.9613507,0
1.0689776,1
0.9262642,0
1.0290314,1
1.068845,1
0.9797267,0
1.0747272,1
0.9585141,0
1.0536195,1
1.0420465,1
0.971353,0
1.0557055,1
0.97048724,0
1.0731062,1
1.0411211,1
1.0046518,1
0.945508,0
1.0182533,1
0.97416526,0
1.0527227,1
1.0394781,1
0.9924882,0
0.9988177,0
0.9101793,0
0.95094377,0
1.0258118,1
1.0011188,1
1.1447759,1
1.0098636,1
1.0454516,1
1.0343882,1
1.0801628,1
1.0600051,1
1.0146985,1
0.9508967,0
1.004788,1
0.9622441,0
1.022134,1
0.9834151,0
0.948768,0
1.045674,1
0.9736733,0
1.0212089,1
1.0010254,1
0.87324333,0
1.0086731,1
0.97406447,0
0.9452446,0
1.0638409,1
0.9425083,0
1.0236167,1
1.0384908,1
0.99081725,0
1.0216829,1
0.99388444,0
1.0433737,1
0.9805998,0
1.0118417,1
1.0229814,1
1.0340604,1
1.026533,1
0.95182335,0
0.997777,0
0.93012434,0
1.0242356,1
1.0085828,1
0.98209363,0
1.0682645,1
1.0699962,1
1.032929,1
0.9715148,0
0.95991796,0
0.98351806,0
0.9658807,0
1.0414933,1
0.9779051,0
0.9773292,0
0.9121009,0
0.99681795,0
1.0132898,1
1.0784892,1
1.0205128,1
1.0693775,1
0.9891026,0
1.0070314,1
0.9586388,0
0.97444755,0
1.0465186,1
0.92494875,0
0.92988664,0
1.0488508,1
0.93476534,0
0.95917666,0
1.0359566,1
0.8669006,0
1.068749,1
0.9841982,0
1.0081499,1
1.0353633,1
1.0943145,1
1.0618699,1
0.9611206,0
0.98184276,0
0.997935,0
1.1178111,1
1.062381,1
1.0554168,1
0.87206,0
0.841512,0
